Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
63,-0.1359041,0,-0.1359041,0,-0.1359041,0
64,-0.1359041,0,-0.1359041,0,-0.1359041,0
65,-0.1359041,0,-0.1359041,0,-0.1359041,0
66,-0.1359041,0,-0.1359041,0,-0.1359041,0
67,-0.1359041,0,-0.1359041,0,-0.1359041,0
68,-0.1359041,0,-0.1359041,0,-0.1359041,0
69,-0.1359041,0,-0.1359041,0,-0.1359041,0
70,-0.1359041,0,-0.1359041,0,-0.1359041,0
71,-0.1359041,0,-0.1359041,0,-0.1359041,0
72,-0.1359041,0,-0.1359041,0,-0.1359041,0
73,-0.1359041,0,-0.1359041,0,-0.1359041,0
74,-0.1359041,0,-0.1359041,0,-0.1359041,0
75,-0.1359041,0,-0.1359041,0,-0.1359041,0
76,-0.1359041,0,-0.1359041,0,-0.1359041,0
77,-0.1359041,0,-0.1359041,0,-0.1359041,0
78,-0.1359041,0,-0.1359041,0,-0.1359041,0
79,-0.1359041,0,-0.1359041,0,-0.1359041,0
80,-0.1359041,0,-0.1359041,0,-0.1359041,0
81,-0.1359041,0,-0.1359041,0,-0.1359041,0
82,-0.1359041,0,-0.1359041,0,-0.1359041,0
83,-0.1359041,0,-0.1359041,0,-0.1359041,0
84,-0.1359041,0,-0.1359041,0,-0.1359041,0
85,-0.1359041,0,-0.1359041,0,-0.1359041,0
86,-0.1359041,0,-0.1359041,0,-0.1359041,0
87,-0.1359041,0,-0.1359041,0,-0.1359041,0
88,-0.1359041,0,-0.1359041,0,-0.1359041,0
89,-0.1359041,0,-0.1359041,0,-0.1359041,0
90,-0.1359041,0,-0.1359041,0,-0.1359041,0
91,-0.1359041,0,-0.1359041,0,-0.1359041,0
92,-0.1359041,0,-0.1359041,0,-0.1359041,0
93,-0.1359041,0,-0.1359041,0,-0.1359041,0
94,-0.1359041,0,-0.1359041,0,-0.1359041,0
95,-0.1359041,0,-0.1359041,0,-0.1359041,0
96,-0.1359041,0,-0.1359041,0,-0.1359041,0
97,-0.1359041,0,-0.1359041,0,-0.1359041,0
98,-0.1359041,0,-0.1359041,0,-0.1359041,0
99,-0.1359041,0,-0.1359041,0,-0.1359041,0
100,-0.1359041,0,-0.1359041,0,-0.1359041,0
